SeqNo,Date,UTC Time,int_hor_pos(m),src_hor_pos(m),mrk_hor_pos(m),int_ver_pos(m),src_ver_pos(m),mrk_ver_pos(m),int_mas_trq(Nm),src_mas_trq(Nm),int_sla_trq(Nm),src_sla_trq(Nm),int_ver_trq(Nm),src_ver_trq(Nm),xray_active(-),error_code(-),rt_ts(ms)
1585,2026-03-19,16:37:32.544,5.293945,5.294449,5.311988,0.422848,0.424011,0.422483,26.120016,-23.542044,21.428106,-19.200737,15.795898,12.846680,250.625000,-1.000000,1.998879
1586,2026-03-19,16:37:32.546,5.294922,5.295464,5.313188,0.422825,0.423988,0.422483,26.006584,-23.346117,21.366234,-19.159491,15.722656,12.739258,252.062500,-1.000000,1.999506
1587,2026-03-19,16:37:32.548,5.295929,5.296478,5.314360,0.422802,0.423969,0.422382,26.336565,-23.552355,21.582785,-19.293545,15.751953,12.734375,251.750000,-1.000000,2.000041
1588,2026-03-19,16:37:32.550,5.296967,5.297508,5.315370,0.422779,0.423946,0.422360,26.738729,-23.799841,21.809645,-19.437912,15.673828,12.646484,249.562500,-1.000000,1.999767
1589,2026-03-19,16:37:32.552,5.297943,5.298546,5.316384,0.422760,0.423923,0.422289,26.893408,-23.902960,22.088066,-19.571966,15.688477,12.636719,252.312500,-1.000000,2.006258
1590,2026-03-19,16:37:32.554,5.299011,5.299583,5.317388,0.422737,0.423901,0.422264,26.769665,-23.789528,22.026196,-19.479158,15.634766,12.592773,253.062500,-1.000000,1.996101
1591,2026-03-19,16:37:32.556,5.300018,5.300629,5.318436,0.422714,0.423878,0.422183,26.687170,-23.645163,21.933388,-19.396664,15.620117,12.583008,252.125000,-1.000000,1.995024
1592,2026-03-19,16:37:32.558,5.301086,5.301689,5.319558,0.422695,0.423855,0.422093,26.810911,-23.634850,21.819958,-19.345104,15.561523,12.553711,253.000000,-1.000000,2.000738
1593,2026-03-19,16:37:32.560,5.302155,5.302750,5.320670,0.422676,0.423832,0.422097,27.058397,-23.902960,22.170561,-19.510094,15.488281,12.485352,255.750000,-1.000000,1.999716
1594,2026-03-19,16:37:32.562,5.303192,5.303818,5.321778,0.422653,0.423813,0.422068,26.862471,-23.872023,22.088066,-19.654461,15.493164,12.524414,252.500000,-1.000000,1.999639
1595,2026-03-19,16:37:32.564,5.304291,5.304893,5.322843,0.422630,0.423790,0.422039,26.790289,-23.913271,21.923077,-19.613213,15.434570,12.514648,251.687500,-1.000000,2.002062
1596,2026-03-19,16:37:32.566,5.305389,5.305977,5.324127,0.422607,0.423767,0.422019,26.821224,-23.944206,21.789022,-19.592590,15.410156,12.465820,252.812500,-1.000000,1.997049
1597,2026-03-19,16:37:32.568,5.306488,5.307068,5.325256,0.422585,0.423744,0.421962,27.068708,-24.490736,22.222120,-20.036001,15.424805,12.475586,251.875000,-1.000000,1.999483
1598,2026-03-19,16:37:32.570,5.307587,5.308174,5.326429,0.422562,0.423725,0.421956,26.779976,-24.459801,21.984947,-20.077248,15.395508,12.465820,249.687500,-1.000000,2.006397
1599,2026-03-19,16:37:32.572,5.308716,5.309288,5.327599,0.422535,0.423706,0.421876,26.645922,-24.624792,21.850893,-20.200991,15.424805,12.470703,252.125000,-1.000000,1.992198
1600,2026-03-19,16:37:32.574,5.309845,5.310410,5.328707,0.422512,0.423691,0.421826,26.841848,-24.800093,21.871517,-20.262863,15.385742,12.407227,252.625000,-1.000000,1.998483
1601,2026-03-19,16:37:32.576,5.311005,5.311539,5.329850,0.422489,0.423672,0.421769,26.553114,-24.944460,21.871517,-20.469101,15.371094,12.377930,251.812500,-1.000000,2.005727
1602,2026-03-19,16:37:32.578,5.312134,5.312675,5.331179,0.422466,0.423653,0.421709,26.181887,-24.882589,21.541536,-20.417542,15.380859,12.309570,252.187500,-1.000000,1.995761
1603,2026-03-19,16:37:32.580,5.313324,5.313820,5.332281,0.422447,0.423634,0.421696,26.305630,-25.130074,21.469353,-20.634090,15.346680,12.236328,253.812500,-1.000000,1.999377
1604,2026-03-19,16:37:32.582,5.314484,5.314972,5.333481,0.422424,0.423615,0.421654,26.233446,-25.243505,21.510601,-20.603155,15.346680,12.207031,251.312500,-1.000000,2.003753
1605,2026-03-19,16:37:32.584,5.315643,5.316139,5.334846,0.422405,0.423592,0.421712,25.913778,-25.222881,21.314674,-20.716585,15.312500,12.177734,250.187500,-1.000000,1.994617
1606,2026-03-19,16:37:32.586,5.316864,5.317314,5.336114,0.422386,0.423569,0.421750,25.820971,-25.470366,21.170309,-20.871264,15.366211,12.216797,252.000000,-1.000000,2.011711
1607,2026-03-19,16:37:32.588,5.318085,5.318497,5.337433,0.422359,0.423542,0.421697,25.965338,-25.645668,21.087812,-20.912512,15.400391,12.280273,251.750000,-1.000000,1.989777
1608,2026-03-19,16:37:32.590,5.319305,5.319695,5.338600,0.422337,0.423515,0.421698,25.810659,-26.058144,21.221869,-21.324987,15.356445,12.265625,248.687500,-1.000000,1.999188
1609,2026-03-19,16:37:32.592,5.320526,5.320908,5.339820,0.422318,0.423489,0.421705,25.253817,-25.913778,20.716585,-21.263115,15.361328,12.299805,251.625000,-1.000000,1.995466
1610,2026-03-19,16:37:32.594,5.321747,5.322128,5.341017,0.422291,0.423462,0.421737,25.078514,-25.820971,20.448477,-21.221869,15.395508,12.397461,252.625000,-1.000000,2.000012
1611,2026-03-19,16:37:32.596,5.322968,5.323364,5.342336,0.422272,0.423435,0.421713,24.934149,-25.903465,20.479412,-21.129061,15.439453,12.495117,251.875000,-1.000000,2.000550
1612,2026-03-19,16:37:32.598,5.324249,5.324608,5.343668,0.422245,0.423409,0.421758,24.624792,-25.779722,20.262863,-21.180620,15.458984,12.548828,252.625000,-1.000000,2.000808
1613,2026-03-19,16:37:32.600,5.325531,5.325859,5.344994,0.422222,0.423386,0.421745,24.501049,-25.676603,20.066936,-21.087812,15.532227,12.641602,255.000000,-1.000000,2.007644
1614,2026-03-19,16:37:32.602,5.326782,5.327118,5.346319,0.422203,0.423363,0.421753,24.655727,-25.655981,20.025688,-20.953758,15.556641,12.695313,252.937500,-1.000000,1.991258
1615,2026-03-19,16:37:32.604,5.328064,5.328400,5.347479,0.422180,0.423340,0.421781,24.294811,-25.728163,20.036001,-21.098125,15.600586,12.729492,251.812500,-1.000000,1.997488
1616,2026-03-19,16:37:32.606,5.329346,5.329681,5.348835,0.422161,0.423321,0.421809,23.841087,-25.161009,19.510094,-20.706274,15.649414,12.768555,252.687500,-1.000000,2.002464
1617,2026-03-19,16:37:32.608,5.330658,5.330978,5.350249,0.422138,0.423306,0.421796,23.861712,-25.006330,19.376040,-20.489723,15.678711,12.788086,252.187500,-1.000000,2.001900
1618,2026-03-19,16:37:32.610,5.331970,5.332291,5.351595,0.422115,0.423286,0.421800,23.851400,-25.119762,19.654461,-20.572220,15.693359,12.753906,250.187500,-1.000000,2.000493
1619,2026-03-19,16:37:32.612,5.333282,5.333603,5.352927,0.422096,0.423271,0.421805,23.542044,-24.738222,19.376040,-20.273174,15.693359,12.705078,252.375000,-1.000000,2.004713
1620,2026-03-19,16:37:32.614,5.334595,5.334930,5.354267,0.422073,0.423256,0.421819,23.665785,-24.366995,19.200737,-19.974129,15.698242,12.661133,252.875000,-1.000000,1.989988
1621,2026-03-19,16:37:32.616,5.335938,5.336273,5.355532,0.422050,0.423244,0.421776,23.583290,-24.377306,19.468847,-19.901947,15.727539,12.641602,252.187500,-1.000000,1.999059
1622,2026-03-19,16:37:32.618,5.337280,5.337624,5.356946,0.422028,0.423229,0.421831,23.191439,-23.892647,19.076996,-19.602901,15.737305,12.568359,251.812500,-1.000000,2.000192
1623,2026-03-19,16:37:32.620,5.338623,5.338989,5.358302,0.422005,0.423218,0.421818,23.346117,-23.614225,18.984188,-19.365728,15.791016,12.592773,253.875000,-1.000000,1.999660
1624,2026-03-19,16:37:32.622,5.339966,5.340347,5.359668,0.421982,0.423203,0.421799,23.449236,-23.572979,19.314169,-19.283234,15.830078,12.539063,251.437500,-1.000000,1.998942
1625,2026-03-19,16:37:32.624,5.341339,5.341728,5.361065,0.421959,0.423191,0.421796,23.232687,-23.119255,19.046059,-18.953253,15.844727,12.500000,250.562500,-1.000000,1.997476
1626,2026-03-19,16:37:32.626,5.342712,5.343109,5.362492,0.421936,0.423176,0.421820,23.335806,-22.820211,18.932629,-18.654207,15.864258,12.485352,251.875000,-1.000000,1.998269
1627,2026-03-19,16:37:32.628,5.344086,5.344505,5.363909,0.421917,0.423161,0.421811,23.593603,-22.871771,19.355415,-18.623272,15.917969,12.495117,251.125000,-1.000000,2.006974
1628,2026-03-19,16:37:32.630,5.345459,5.345909,5.365397,0.421894,0.423149,0.421846,23.397676,-22.613974,19.241985,-18.530464,15.947266,12.470703,249.500000,-1.000000,1.994440
1629,2026-03-19,16:37:32.632,5.346863,5.347321,5.366828,0.421871,0.423134,0.421901,23.707033,-22.469606,19.376040,-18.427345,15.996094,12.524414,251.812500,-1.000000,2.001058
1630,2026-03-19,16:37:32.634,5.348267,5.348732,5.368363,0.421848,0.423119,0.421881,24.109198,-22.603661,19.881323,-18.468594,16.079102,12.568359,253.125000,-1.000000,2.000903
1631,2026-03-19,16:37:32.636,5.349670,5.350159,5.369882,0.421829,0.423100,0.421865,24.212317,-22.438671,19.922569,-18.427345,16.074219,12.583008,252.312500,-1.000000,2.000274
1632,2026-03-19,16:37:32.638,5.351074,5.351593,5.371556,0.421810,0.423088,0.421863,24.624792,-22.479918,20.005066,-18.417034,16.059570,12.597656,252.875000,-1.000000,1.993832
1633,2026-03-19,16:37:32.640,5.352509,5.353035,5.372987,0.421787,0.423073,0.421861,25.346624,-23.129568,20.850639,-18.891380,16.088867,12.607422,254.625000,-1.000000,2.000089
1634,2026-03-19,16:37:32.642,5.353943,5.354492,5.374462,0.421768,0.423058,0.421875,25.346624,-23.057384,20.809393,-18.963564,16.098633,12.646484,252.375000,-1.000000,1.999710
1635,2026-03-19,16:37:32.644,5.355377,5.355949,5.376034,0.421749,0.423046,0.421866,25.810659,-23.170815,20.922823,-18.963564,16.127930,12.675781,251.000000,-1.000000,2.002692
1636,2026-03-19,16:37:32.646,5.356842,5.357422,5.377665,0.421730,0.423035,0.421918,26.346876,-23.634850,21.685904,-19.396664,16.127930,12.690430,253.187500,-1.000000,1.996338
1637,2026-03-19,16:37:32.648,5.358307,5.358887,5.379302,0.421711,0.423019,0.421929,26.584051,-23.933895,21.892141,-19.571966,16.176758,12.734375,252.250000,-1.000000,1.998703
1638,2026-03-19,16:37:32.650,5.359772,5.360374,5.380966,0.421696,0.423008,0.421940,27.439938,-24.356682,22.242744,-19.809139,16.181641,12.768555,250.312500,-1.000000,1.999984
1639,2026-03-19,16:37:32.652,5.361267,5.361862,5.382451,0.421680,0.422997,0.422013,27.965843,-25.047579,23.016136,-20.520660,16.196289,12.768555,251.750000,-1.000000,2.003163
1640,2026-03-19,16:37:32.654,5.362762,5.363358,5.384054,0.421665,0.422985,0.422038,27.986467,-25.150698,22.974890,-20.654715,16.250000,12.817383,251.937500,-1.000000,2.002902
1641,2026-03-19,16:37:32.656,5.364227,5.364868,5.385766,0.421654,0.422974,0.422094,28.770170,-25.831282,23.438925,-21.046566,16.245117,12.836914,251.375000,-1.000000,1.994293
1642,2026-03-19,16:37:32.658,5.365753,5.366386,5.387602,0.421646,0.422958,0.422187,29.223894,-26.429373,24.057638,-21.654966,16.284180,12.880859,251.500000,-1.000000,1.999679
1643,2026-03-19,16:37:32.660,5.367279,5.367912,5.389246,0.421635,0.422947,0.422237,29.904478,-27.213076,24.490736,-22.253057,16.323242,12.949219,253.437500,-1.000000,1.997920
1644,2026-03-19,16:37:32.662,5.368835,5.369446,5.391048,0.421627,0.422932,0.422337,30.780989,-28.110210,25.233192,-22.820211,16.323242,13.012695,251.375000,-1.000000,1.999245
1645,2026-03-19,16:37:32.664,5.370392,5.370995,5.392895,0.421616,0.422916,0.422441,31.214088,-28.811419,25.655981,-23.624538,16.401367,13.081055,250.312500,-1.000000,1.996794
1646,2026-03-19,16:37:32.666,5.371948,5.372559,5.394583,0.421608,0.422909,0.422551,32.069977,-29.656994,26.058144,-24.294811,16.420898,13.188477,251.937500,-1.000000,2.006164
1647,2026-03-19,16:37:32.668,5.373505,5.374123,5.396484,0.421600,0.422897,0.422604,32.719624,-30.574751,26.965590,-25.119762,16.494141,13.305664,252.000000,-1.000000,1.996448
1648,2026-03-19,16:37:32.670,5.375092,5.375702,5.398291,0.421597,0.422890,0.422738,33.235218,-31.471886,27.336819,-25.748787,16.523438,13.369141,250.625000,-1.000000,1.999361
1649,2026-03-19,16:37:32.672,5.376709,5.377304,5.400225,0.421593,0.422886,0.422819,34.452023,-32.451515,28.027716,-26.429373,16.601563,13.461914,252.750000,-1.000000,2.000194
1650,2026-03-19,16:37:32.674,5.378357,5.378906,5.402251,0.421593,0.422882,0.422946,35.081047,-33.606445,28.842354,-27.615240,16.650391,13.544922,253.687500,-1.000000,1.996519
1651,2026-03-19,16:37:32.676,5.379974,5.380531,5.404122,0.421593,0.422878,0.423068,35.967869,-34.668571,29.285765,-28.481438,16.743164,13.642578,252.750000,-1.000000,1.998805
1652,2026-03-19,16:37:32.678,5.381622,5.382172,5.406013,0.421593,0.422878,0.423159,37.019684,-36.101925,30.481945,-29.533251,16.826172,13.710938,252.875000,-1.000000,1.999523
1653,2026-03-19,16:37:32.680,5.383270,5.383820,5.407954,0.421593,0.422882,0.423304,37.349663,-36.751572,30.770678,-30.131340,16.860352,13.750000,254.187500,-1.000000,1.999889
1654,2026-03-19,16:37:32.682,5.384979,5.385498,5.409876,0.421593,0.422882,0.423395,38.700520,-37.813698,31.451262,-30.729429,16.958008,13.789063,252.250000,-1.000000,2.002832
1655,2026-03-19,16:37:32.684,5.386688,5.387177,5.411987,0.421593,0.422882,0.423554,39.112995,-38.741768,32.162781,-31.812178,17.001953,13.803711,250.062500,-1.000000,1.998762
1656,2026-03-19,16:37:32.686,5.388397,5.388885,5.414388,0.421593,0.422882,0.423747,40.020443,-39.618279,32.544323,-32.534012,17.138672,13.891602,251.375000,-1.000000,2.004084
1657,2026-03-19,16:37:32.688,5.390106,5.390610,5.416451,0.421593,0.422882,0.423905,41.701279,-41.732216,34.338593,-34.245785,17.329102,14.003906,250.812500,-1.000000,1.996288
1658,2026-03-19,16:37:32.690,5.391876,5.392349,5.418508,0.421593,0.422886,0.424094,42.165314,-42.454048,34.606701,-34.854187,17.470703,14.111328,249.625000,-1.000000,2.001951
1659,2026-03-19,16:37:32.692,5.393646,5.394104,5.420794,0.421597,0.422886,0.424263,43.825527,-43.856464,35.782257,-35.637890,17.661133,14.282227,251.437500,-1.000000,1.994498
1660,2026-03-19,16:37:32.694,5.395416,5.395882,5.422976,0.421597,0.422890,0.424476,44.516426,-45.042332,36.627831,-36.999058,17.846680,14.438477,252.375000,-1.000000,2.004434
1661,2026-03-19,16:37:32.696,5.397217,5.397682,5.425303,0.421597,0.422890,0.424638,46.021961,-46.156017,37.349663,-37.700268,18.085938,14.653320,251.812500,-1.000000,2.002168
1662,2026-03-19,16:37:32.698,5.399048,5.399506,5.427678,0.421597,0.422897,0.424804,47.115021,-47.609993,38.865509,-39.112995,18.271484,14.794922,252.250000,-1.000000,1.991625
1663,2026-03-19,16:37:32.700,5.400879,5.401344,5.430009,0.421600,0.422897,0.424969,48.630871,-48.723675,39.556408,-39.783268,18.471680,14.980469,254.687500,-1.000000,2.000279
1664,2026-03-19,16:37:32.702,5.402771,5.403214,5.432373,0.421600,0.422905,0.425138,50.167339,-50.425137,41.268181,-41.371300,18.681641,15.146484,252.625000,-1.000000,1.999415
1665,2026-03-19,16:37:32.704,5.404633,5.405098,5.434893,0.421600,0.422909,0.425314,51.146969,-51.260403,41.711590,-42.268433,18.886719,15.317383,251.187500,-1.000000,1.999432
1666,2026-03-19,16:37:32.706,5.406555,5.407005,5.437254,0.421600,0.422916,0.425469,53.281532,-53.601200,43.835842,-43.815216,19.130859,15.493164,252.875000,-1.000000,1.999200
1667,2026-03-19,16:37:32.708,5.408478,5.408936,5.439856,0.421604,0.422920,0.425594,53.900246,-54.230225,44.289562,-44.567986,19.331055,15.664063,252.187500,-1.000000,2.004202
1668,2026-03-19,16:37:32.710,5.410431,5.410904,5.442248,0.421604,0.422932,0.425774,56.519466,-56.426659,46.341629,-45.908531,19.516602,15.805664,250.250000,-1.000000,1.995338
1669,2026-03-19,16:37:32.712,5.412415,5.412888,5.444788,0.421608,0.422939,0.425959,56.973186,-57.014435,46.815975,-47.094398,19.746094,15.996094,250.562500,-1.000000,2.004925
1670,2026-03-19,16:37:32.714,5.414398,5.414902,5.447413,0.421612,0.422951,0.426105,59.458351,-59.087124,48.641182,-48.166836,19.995117,16.166992,251.437500,-1.000000,1.995161
1671,2026-03-19,16:37:32.716,5.416443,5.416939,5.450173,0.421612,0.422966,0.426274,59.984261,-60.118313,49.620811,-49.311455,20.200195,16.333008,250.875000,-1.000000,1.998827
1672,2026-03-19,16:37:32.718,5.418488,5.419006,5.453008,0.421619,0.422977,0.426473,63.160320,-62.221939,51.487263,-50.517944,20.429688,16.508789,251.187500,-1.000000,1.999639
1673,2026-03-19,16:37:32.720,5.420563,5.421097,5.455624,0.421627,0.422993,0.426633,63.944023,-63.428429,52.600948,-52.363773,20.683594,16.684570,251.562500,-1.000000,2.001471
1674,2026-03-19,16:37:32.722,5.422668,5.423218,5.458408,0.421631,0.423012,0.426850,66.635429,-65.490807,54.518959,-53.384651,20.893555,16.850586,252.125000,-1.000000,2.001456
1675,2026-03-19,16:37:32.724,5.424805,5.425369,5.461030,0.421638,0.423035,0.426941,67.140709,-66.480751,55.591396,-54.570518,21.162109,17.026367,251.125000,-1.000000,2.003099
1676,2026-03-19,16:37:32.726,5.426971,5.427551,5.463953,0.421650,0.423054,0.427152,70.110535,-68.357513,57.354729,-55.622330,21.303711,17.133789,253.250000,-1.000000,1.992250
1677,2026-03-19,16:37:32.728,5.429169,5.429764,5.466994,0.421661,0.423077,0.427315,70.688004,-69.069031,57.829075,-57.117554,21.538086,17.299805,253.062500,-1.000000,1.999640
1678,2026-03-19,16:37:32.730,5.431396,5.432007,5.469843,0.421673,0.423100,0.427492,73.781570,-72.018234,60.706093,-58.880886,21.723633,17.436523,251.937500,-1.000000,2.004804
1679,2026-03-19,16:37:32.732,5.433655,5.434280,5.472618,0.421692,0.423130,0.427638,74.431213,-72.348213,60.767963,-59.252113,21.918945,17.587891,252.437500,-1.000000,1.991611
1680,2026-03-19,16:37:32.734,5.435944,5.436584,5.475700,0.421711,0.423161,0.427853,76.617340,-74.400284,63.170631,-61.077320,22.075195,17.705078,252.625000,-1.000000,2.002965
1681,2026-03-19,16:37:32.736,5.438263,5.438934,5.478775,0.421734,0.423195,0.428028,78.308487,-75.297417,63.232506,-61.634163,22.304688,17.866211,250.500000,-1.000000,2.010388
1682,2026-03-19,16:37:32.738,5.440643,5.441307,5.481901,0.421761,0.423233,0.428135,79.422173,-77.535095,65.851723,-63.603733,22.470703,17.993164,250.437500,-1.000000,1.994969
1683,2026-03-19,16:37:32.740,5.443024,5.443710,5.485068,0.421787,0.423275,0.428276,82.412621,-79.288116,66.924164,-64.201820,22.529297,18.041992,251.687500,-1.000000,1.993574
1684,2026-03-19,16:37:32.742,5.445435,5.446152,5.488090,0.421822,0.423317,0.428435,82.587921,-80.061508,67.862541,-66.233261,22.626953,18.110352,251.000000,-1.000000,1.999596
1685,2026-03-19,16:37:32.744,5.447906,5.448631,5.491338,0.421856,0.423367,0.428547,85.403069,-82.567299,70.254898,-67.553185,22.700195,18.164063,250.437500,-1.000000,1.999230
1686,2026-03-19,16:37:32.746,5.450409,5.451141,5.494587,0.421894,0.423420,0.428655,86.114586,-82.866341,70.058975,-67.635681,22.734375,18.173828,253.562500,-1.000000,1.999451
1687,2026-03-19,16:37:32.748,5.452972,5.453690,5.497920,0.421936,0.423477,0.428680,88.104782,-85.062775,72.544144,-70.120850,22.724609,18.154297,253.062500,-1.000000,1.996018
1688,2026-03-19,16:37:32.750,5.455536,5.456268,5.501250,0.421978,0.423534,0.428756,90.517761,-87.094215,73.389717,-70.883926,22.641602,18.041992,252.250000,-1.000000,2.000623
1689,2026-03-19,16:37:32.752,5.458160,5.458893,5.504539,0.422028,0.423599,0.428815,89.826866,-87.723244,74.328094,-71.811996,22.563477,17.939453,252.812500,-1.000000,1.999182
1690,2026-03-19,16:37:32.754,5.460815,5.461555,5.507815,0.422081,0.423664,0.428817,93.147293,-89.940300,76.761703,-73.874374,22.470703,17.827148,252.187500,-1.000000,2.002214
1691,2026-03-19,16:37:32.756,5.463501,5.464256,5.511250,0.422138,0.423733,0.428816,94.291916,-90.723999,76.029556,-73.864059,22.290039,17.626953,249.812500,-1.000000,1.997295
1692,2026-03-19,16:37:32.758,5.466248,5.466995,5.514587,0.422195,0.423801,0.428813,93.590706,-91.868622,77.751648,-75.266479,22.075195,17.412109,250.812500,-1.000000,2.002241
1693,2026-03-19,16:37:32.760,5.469025,5.469772,5.517911,0.422256,0.423870,0.428755,96.869888,-93.941307,79.587158,-76.998878,21.840820,17.202148,251.000000,-1.000000,1.996316
1694,2026-03-19,16:37:32.762,5.471832,5.472595,5.521337,0.422321,0.423943,0.428664,97.498909,-94.384720,78.494102,-76.699829,21.552734,16.962891,251.125000,-1.000000,2.000023
1695,2026-03-19,16:37:32.764,5.474701,5.475449,5.524796,0.422386,0.424011,0.428598,96.199615,-94.890007,79.803711,-77.669151,21.206055,16.674805,251.375000,-1.000000,2.000131
1696,2026-03-19,16:37:32.766,5.477600,5.478355,5.528275,0.422455,0.424084,0.428524,99.004448,-96.653336,81.587669,-79.494354,20.898438,16.376953,253.750000,-1.000000,1.999286
1697,2026-03-19,16:37:32.768,5.480560,5.481293,5.531961,0.422520,0.424152,0.428346,100.107819,-97.715462,81.113319,-79.484039,20.541992,16.127930,252.812500,-1.000000,2.000665
1698,2026-03-19,16:37:32.770,5.483521,5.484276,5.535354,0.422588,0.424225,0.428266,98.932266,-97.282364,80.989578,-79.525291,20.102539,15.751953,252.000000,-1.000000,2.009965
